S.No,Topic,Sub-Topic,Problem Name,Difficulty,Source,LeetCode/GFG Link,Notes
450,Dynamic Programming,Stocks,Stock with Transaction Fee,Medium,Striver,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-transaction-fee/,
451,Dynamic Programming,LIS,Longest Increasing Subsequence,Medium,Striver,https://leetcode.com/problems/longest-increasing-subsequence/,
452,Dynamic Programming,LIS,Print LIS,Medium,Striver,https://www.geeksforgeeks.org/problems/printing-longest-increasing-subsequence/1,
453,Dynamic Programming,LIS,Largest Divisible Subset,Medium,Striver,https://leetcode.com/problems/largest-divisible-subset/,
454,Dynamic Programming,LIS,LIS with Binary Search (O(n log n)),Medium,Striver,https://leetcode.com/problems/longest-increasing-subsequence/,
455,Dynamic Programming,LIS,Number of LIS,Medium,Striver,https://leetcode.com/problems/number-of-longest-increasing-subsequence/,
456,Dynamic Programming,LIS,Maximum Sum Increasing Subsequence,Medium,Striver,https://www.geeksforgeeks.org/problems/maximum-sum-increasing-subsequence4749/1,
457,Dynamic Programming,LIS,Russian Doll Envelopes,Hard,Striver,https://leetcode.com/problems/russian-doll-envelopes/,
458,Dynamic Programming,LIS,Maximum Height Stacking Cuboids,Hard,Striver,https://leetcode.com/problems/maximum-height-by-stacking-cuboids/,
459,Dynamic Programming,LIS,Grid Longest Increasing Path,Hard,Striver,https://leetcode.com/problems/longest-increasing-path-in-a-matrix/,
460,Dynamic Programming,Partition DP,Matrix Chain Multiplication,Hard,Striver,https://www.geeksforgeeks.org/problems/matrix-chain-multiplication0526/1,
461,Dynamic Programming,Partition DP,Minimum Cost to Cut Stick,Hard,Striver,https://leetcode.com/problems/minimum-cost-to-cut-a-stick/,
462,Dynamic Programming,Partition DP,Burst Balloons,Hard,Striver,https://leetcode.com/problems/burst-balloons/,
463,Dynamic Programming,Partition DP,Palindrome Partitioning II,Hard,Striver,https://leetcode.com/problems/palindrome-partitioning-ii/,
464,Dynamic Programming,Partition DP,Partition Array for Maximum Sum,Medium,Striver,https://leetcode.com/problems/partition-array-for-maximum-sum/,
465,Dynamic Programming,Partition DP,Maximum Rectangle - Histogram DP,Hard,Striver,https://leetcode.com/problems/maximal-rectangle/,
466,Dynamic Programming,Added,Decode Ways,Medium,Added-DP,https://leetcode.com/problems/decode-ways/,Gap - NeetCode
467,Dynamic Programming,Added,Interleaving String,Medium,Added-DP,https://leetcode.com/problems/interleaving-string/,Gap - NeetCode
468,Dynamic Programming,Added,Coin Change - BFS approach,Medium,Added-DP,https://leetcode.com/problems/coin-change/,Gap - NeetCode
469,Dynamic Programming,Added,Maximum Product Subarray,Medium,Added-DP,https://leetcode.com/problems/maximum-product-subarray/,Gap - NeetCode
470,Dynamic Programming,Added,Word Break II,Hard,Added-DP,https://leetcode.com/problems/word-break-ii/,Gap - Shradha
471,Tries,Concepts,Implement Trie I,Medium,Striver,https://leetcode.com/problems/implement-trie-prefix-tree/,
472,Tries,Concepts,Implement Trie II,Medium,Striver,https://www.geeksforgeeks.org/problems/trie-insert-and-search0651/1,
473,Tries,Problems,Longest String with All Prefixes,Medium,Striver,https://www.geeksforgeeks.org/problems/longest-string-with-all-prefixes/0,
474,Tries,Problems,Number of Distinct Substrings,Hard,Striver,https://www.geeksforgeeks.org/problems/number-of-distinct-substrings-in-a-string/1,
475,Tries,Problems,Power Set using Trie,Hard,Striver,https://www.geeksforgeeks.org/problems/power-set4302/1,
476,Tries,Problems,Maximum XOR of Two Numbers in Array,Medium,Striver,https://leetcode.com/problems/maximum-xor-of-two-numbers-in-an-array/,
477,Tries,Problems,Maximum XOR with an Element from Array,Hard,Striver,https://leetcode.com/problems/maximum-xor-with-an-element-from-array/,
478,Tries,Added,Design Add and Search Words,Medium,Added-Trie,https://leetcode.com/problems/design-add-and-search-words-data-structure/,Gap - NeetCode
479,Tries,Added,Word Search II,Hard,Added-Trie,https://leetcode.com/problems/word-search-ii/,Gap - NeetCode
480,Tries,Added,Replace Words,Medium,Added-Trie,https://leetcode.com/problems/replace-words/,Gap - Babbar
481,Segment Tree,Concepts,Segment Tree Build and Query (Sum),Medium,Added-SegTree,https://www.geeksforgeeks.org/problems/segment-tree/0,Gap - Rohit Negi
482,Segment Tree,Concepts,Segment Tree Range Update (Lazy Propagation),Hard,Added-SegTree,https://www.geeksforgeeks.org/problems/lazy-propagation-in-segment-tree/0,Gap - Rohit Negi
483,Segment Tree,Problems,Range Minimum Query,Medium,Added-SegTree,https://www.geeksforgeeks.org/problems/range-minimum-query/0,Gap - Rohit Negi
484,Segment Tree,Problems,Range Sum Query - Mutable,Medium,Added-SegTree,https://leetcode.com/problems/range-sum-query-mutable/,Gap - Rohit Negi / LeetCode
485,Segment Tree,Problems,Count of Smaller Numbers After Self,Hard,Added-SegTree,https://leetcode.com/problems/count-of-smaller-numbers-after-self/,Gap - Rohit Negi
486,Segment Tree,Problems,My Calendar I,Medium,Added-SegTree,https://leetcode.com/problems/my-calendar-i/,Gap - Rohit Negi
487,Segment Tree,Problems,Rectangle Area II,Hard,Added-SegTree,https://leetcode.com/problems/rectangle-area-ii/,Gap - Rohit Negi
488,Segment Tree,Fenwick Tree,Binary Indexed Tree / Fenwick Tree,Medium,Added-BIT,https://www.geeksforgeeks.org/problems/binary-indexed-tree-or-fenwick-tree/0,Gap - Rohit Negi
489,Segment Tree,Fenwick Tree,Count Inversions using BIT,Hard,Added-BIT,https://www.geeksforgeeks.org/problems/count-inversions/0,Gap - Rohit Negi
490,Design,LRU & LFU,LRU Cache,Hard,Added-Design,https://leetcode.com/problems/lru-cache/,Gap - Fraz (already in Stack section but worth isolating)
491,Design,LRU & LFU,LFU Cache,Hard,Added-Design,https://leetcode.com/problems/lfu-cache/,Gap - Fraz
492,Design,LRU & LFU,Design HashMap,Easy,Added-Design,https://leetcode.com/problems/design-hashmap/,Gap - Fraz
493,Design,LRU & LFU,Design HashSet,Easy,Added-Design,https://leetcode.com/problems/design-hashset/,Gap - Fraz
494,Design,Others,Design Circular Deque,Medium,Added-Design,https://leetcode.com/problems/design-circular-deque/,Gap - Fraz
495,Design,Others,Implement Magic Dictionary,Medium,Added-Design,https://leetcode.com/problems/implement-magic-dictionary/,Gap - Fraz
496,Design,Others,All O'one Data Structure,Hard,Added-Design,https://leetcode.com/problems/all-oone-data-structure/,Gap - Fraz
